,动画,番剧,国创,音乐,舞蹈,游戏,娱乐,生活,鬼畜,影视,放映厅,时尚,广告,科技,数码
2015年02月18日,159952,22485,2692,191446,22583,383852,19375,136067,21903,25751,4626,66,351,28261,6592
2015年02月19日,160157,22501,2695,191733,22632,384409,19451,136276,21932,25874,4635,66,351,28309,6596
2015年02月20日,160351,22524,2700,192048,22669,384966,19535,136500,21969,25995,4648,67,352,28353,6599
2015年02月21日,160605,22538,2703,192387,22714,385519,19638,136758,21995,26126,4663,68,352,28394,6604
2015年02月22日,160843,22560,2706,192718,22764,386063,19756,137001,22037,26212,4677,68,352,28429,6608
2015年02月23日,161128,22576,2718,193087,22805,386683,19894,137267,22087,26355,4697,68,352,28485,6614
2015年02月24日,161366,22599,2723,193482,22865,387347,20015,137582,22139,26559,4730,68,352,28543,6621
2015年02月25日,161606,22626,2731,193892,22910,388014,20148,137881,22199,26710,4750,68,352,28610,6630
2015年02月26日,161845,22645,2735,194282,22963,388698,20303,138228,22262,26886,4763,68,352,28678,6648
2015年02月27日,162096,22681,2746,194695,23015,389400,20441,138573,22338,27029,4780,70,352,28725,6654
2015年02月28日,162334,22705,2753,195115,23085,390099,20559,138873,22404,27197,4794,70,353,28793,6666
2015年03月01日,162548,22728,2757,195502,23136,390672,20671,139132,22465,27354,4812,70,353,28843,6676
2015年03月02日,162723,22744,2763,195810,23177,391173,20787,139372,22506,27469,4832,71,360,28892,6690
2015年03月03日,162917,22767,2771,196091,23213,391670,20886,139632,22539,27604,4848,71,360,28961,6712
2015年03月04日,163075,22784,2778,196327,23253,392172,20991,139926,22559,27725,4868,73,363,29023,6725
2015年03月05日,163264,22818,2787,196630,23286,392735,21121,140248,22597,27896,4884,74,363,29079,6740
2015年03月06日,163464,22845,2790,196951,23320,393229,21224,140486,22644,28026,4904,74,364,29127,6758
2015年03月07日,163668,22870,2798,197264,23352,393869,21339,140751,22683,28149,4920,76,364,29179,6771
2015年03月08日,163886,22905,2804,197613,23394,394536,21457,141019,22718,28316,4931,77,365,29252,6790
2015年03月09日,164038,22928,2810,197868,23434,394993,21546,141245,22741,28405,4942,79,366,29318,6807
2015年03月10日,164196,22950,2813,198069,23475,395422,21683,141410,22771,28472,4952,79,367,29372,6840
2015年03月11日,164331,22972,2818,198266,23505,395851,21792,141597,22796,28545,4964,79,368,29414,6855
2015年03月12日,164479,22994,2823,198443,23553,396351,21884,141834,22811,28651,4974,83,369,29465,6879
2015年03月13日,164635,23025,2833,198701,23596,396850,21982,142061,22843,28758,4989,83,369,29503,6892
2015年03月14日,164843,23052,2843,199069,23669,397535,22092,142295,22893,28929,5002,83,369,29554,6902
2015年03月15日,165084,23075,2851,199457,23734,398305,22215,142577,22939,29087,5008,83,369,29627,6911
2015年03月16日,165218,23097,2857,199691,23776,398824,22367,142755,22952,29180,5018,83,369,29679,6924
2015年03月17日,165352,23118,2862,199902,23800,399362,22509,142898,22973,29274,5037,83,369,29745,6936
2015年03月18日,165473,23146,2866,200125,23829,399871,22661,143095,22985,29389,5054,83,371,29785,6951
2015年03月19日,165609,23167,2872,200372,23862,400380,22806,143246,23001,29507,5064,83,372,29838,6966
2015年03月20日,165769,23195,2875,200591,23900,400925,22924,143471,23024,29647,5083,83,373,29888,6982
2015年03月21日,166005,23243,2882,200940,23948,401626,23057,143714,23059,29817,5097,86,373,29963,6994
2015年03月22日,166298,23292,2888,201412,23999,402444,23213,144040,23093,29983,5123,87,375,30044,7009
2015年03月23日,166475,23321,2899,201700,24045,402957,23336,144237,23114,30119,5138,87,376,30101,7023
2015年03月24日,166643,23352,2902,201909,24083,403438,23458,144420,23134,30218,5158,88,378,30163,7041
2015年03月25日,166805,23383,2905,202107,24117,403941,23583,144586,23156,30344,5170,88,379,30214,7055
2015年03月26日,166931,23403,2907,202342,24165,404499,23710,144756,23174,30465,5180,89,379,30274,7067
2015年03月27日,167118,23437,2916,202657,24216,405122,23823,144979,23199,30588,5190,97,379,30339,7088
2015年03月28日,167358,23465,2926,203099,24264,405933,23916,145256,23237,30712,5214,106,380,30418,7095
2015年03月29日,167609,23486,2934,203503,24310,406769,24039,145525,23268,30868,5241,111,381,30482,7113
2015年03月30日,167781,23502,2937,203755,24357,407300,24157,145723,23291,30985,5263,111,382,30531,7128
2015年03月31日,167945,23517,2948,203953,24411,407800,24275,145949,23308,31089,5294,111,382,30582,7145
2015年04月01日,168123,23538,2951,204211,24456,408379,24415,146151,23331,31226,5315,116,386,30639,7169
2015年04月02日,168286,23558,2954,204448,24498,409017,24535,146328,23344,31339,5342,120,388,30683,7189
2015年04月03日,168454,23585,2959,204729,24554,409664,24663,146553,23377,31483,5361,121,391,30747,7214
2015年04月04日,168689,23622,2964,205152,24605,410502,24788,146814,23417,31647,5384,122,391,30816,7228
2015年04月05日,168959,23644,2971,205610,24664,411378,24916,147071,23456,31829,5402,122,391,30897,7246
2015年04月06日,169208,23669,2977,206044,24739,412276,25056,147338,23489,32030,5430,122,391,30984,7258
2015年04月07日,169362,23694,2983,206327,24778,412888,25161,147589,23515,32172,5458,123,391,31042,7277
2015年04月08日,169519,23721,2988,206567,24821,413433,25282,147822,23528,32300,5473,123,391,31098,7291
2015年04月09日,169659,23741,2996,206781,24871,413960,25412,148023,23544,32403,5485,125,392,31142,7306
2015年04月10日,169854,23777,3004,207065,24934,414651,25582,148196,23561,32533,5498,126,392,31219,7337
2015年04月11日,170059,23820,3013,207438,24996,415517,25760,148403,23584,32665,5517,126,398,31280,7358
2015年04月12日,170268,23866,3021,207837,25061,416380,25941,148604,23614,32817,5540,129,401,31358,7377
2015年04月13日,170411,23905,3035,208072,25113,416937,26094,148763,23627,32956,5559,131,402,31409,7394
2015年04月14日,170579,23934,3041,208291,25151,417442,26233,148932,23644,33080,5578,131,405,31478,7415
2015年04月15日,170713,23959,3048,208501,25190,417930,26397,149083,23657,33200,5595,133,409,31529,7426
2015年04月16日,170827,23990,3059,208705,25217,418411,26522,149204,23674,33307,5604,133,410,31573,7454
2015年04月17日,170995,24041,3069,208993,25282,419073,26683,149386,23708,33439,5620,134,412,31648,7467
2015年04月18日,171211,24097,3074,209350,25325,419872,26887,149604,23751,33587,5630,134,417,31718,7490
2015年04月19日,171466,24159,3080,209747,25372,420668,27082,149782,23792,33748,5649,134,419,31806,7509
2015年04月20日,171616,24204,3090,209971,25434,421207,27204,149959,23819,33891,5659,134,424,31861,7531
2015年04月21日,171766,24246,3101,210179,25497,421718,27347,150106,23854,34028,5670,135,430,31911,7549
2015年04月22日,171915,24278,3108,210418,25553,422252,27475,150252,23873,34115,5681,135,434,31980,7569
2015年04月23日,172072,24324,3116,210646,25609,422875,27635,150398,23895,34248,5694,136,437,32044,7591
2015年04月24日,172244,24373,3126,210902,25682,423473,27798,150567,23917,34382,5702,136,439,32104,7610
2015年04月25日,172493,24426,3131,211229,25735,424234,27971,150738,23946,34529,5715,137,441,32189,7635
2015年04月26日,172754,24480,3152,211593,25786,425000,28131,150920,23995,34676,5731,137,442,32268,7658
2015年04月27日,172932,24525,3156,211843,25854,425571,28277,151096,24020,34786,5746,138,446,32325,7674
2015年04月28日,173136,24553,3162,212093,25909,426152,28429,151265,24051,34924,5759,138,449,32378,7690
2015年04月29日,173274,24581,3172,212335,25962,426756,28559,151416,24076,35032,5771,138,451,32442,7713
2015年04月30日,173466,24623,3184,212663,26030,427417,28700,151587,24118,35146,5788,138,453,32503,7740
2015年05月01日,173712,24672,3196,213104,26086,428293,28861,151784,24160,35291,5805,139,455,32567,7765
2015年05月02日,173947,24722,3204,213605,26157,429245,29036,152027,24211,35451,5820,139,456,32622,7786
2015年05月03日,174213,24777,3206,214006,26241,430088,29218,152243,24263,35635,5834,140,461,32685,7803
2015年05月04日,174404,24817,3211,214276,26299,430724,29377,152424,24285,35760,5850,140,466,32752,7817
2015年05月05日,174558,24849,3218,214491,26382,431246,29530,152596,24301,35887,5874,140,468,32810,7834
2015年05月06日,174755,24872,3228,214788,26462,431851,29686,152798,24332,36010,5894,143,470,32867,7856
2015年05月07日,174922,24910,3239,215073,26512,432482,29827,152967,24363,36151,5914,143,471,32930,7876
2015年05月08日,175110,24959,3254,215377,26593,433116,30018,153169,24383,36293,5935,144,473,33011,7894
2015年05月09日,175366,25010,3268,215833,26672,433931,30225,153420,24432,36450,5955,144,478,33085,7915
2015年05月10日,175634,25072,3278,216300,26736,434765,30413,153664,24477,36613,5971,147,483,33189,7933
2015年05月11日,175804,25114,3283,216588,26793,435368,30584,153859,24496,36740,5995,149,484,33246,7949
2015年05月12日,175955,25149,3286,216897,26846,435984,30736,154019,24517,36845,6008,150,487,33314,7971
2015年05月13日,176110,25181,3296,217160,26887,436554,30921,154204,24542,36970,6021,151,488,33367,7990
2015年05月14日,176271,25206,3305,217434,26944,437088,31062,154371,24571,37123,6038,152,489,33427,8013
2015年05月15日,176475,25274,3314,217779,27013,437766,31249,154544,24601,37260,6054,152,495,33504,8031
2015年05月16日,176717,25318,3328,218232,27067,438643,31455,154765,24642,37383,6075,152,496,33582,8054
2015年05月17日,176956,25362,3334,218614,27139,439435,31617,154948,24684,37546,6087,152,496,33658,8068
2015年05月18日,177144,25403,3345,218888,27206,440050,31760,155123,24716,37693,6098,153,497,33734,8084
2015年05月19日,177316,25431,3352,219141,27258,440661,31917,155283,24743,37820,6115,155,499,33790,8099
2015年05月20日,177495,25461,3363,219430,27310,441314,32099,155469,24773,37969,6134,157,503,33848,8117
2015年05月21日,177657,25499,3370,219679,27367,441905,32284,155660,24799,38115,6146,157,506,33905,8132
2015年05月22日,177855,25557,3388,219966,27432,442605,32456,155850,24832,38248,6163,158,509,33955,8151
2015年05月23日,178118,25618,3394,220427,27499,443455,32637,156114,24889,38430,6179,158,513,34024,8162
2015年05月24日,178373,25681,3407,220824,27573,444372,32801,156336,24920,38584,6192,158,516,34087,8177
2015年05月25日,178584,25727,3418,221088,27620,444969,32944,156556,24943,38741,6212,158,518,34138,8194
2015年05月26日,178722,25767,3428,221319,27655,445492,33042,156707,24966,38856,6226,158,522,34189,8216
2015年05月27日,178906,25808,3439,221633,27706,446175,33235,156908,24998,38994,6257,159,522,34266,8248
2015年05月28日,179078,25838,3447,221907,27764,446801,33398,157098,25028,39125,6278,159,523,34335,8266
2015年05月29日,179314,25897,3455,222206,27811,447433,33590,157312,25055,39249,6300,161,529,34404,8293
2015年05月30日,179578,25945,3462,222621,27882,448268,33774,157572,25096,39411,6315,161,533,34480,8318
2015年05月31日,179834,26003,3470,223046,27963,449080,33958,157801,25135,39605,6327,161,535,34551,8337
2015年06月01日,180057,26047,3481,223377,28037,449699,34125,158033,25170,39757,6343,161,538,34628,8362
2015年06月02日,180219,26089,3491,223632,28102,450362,34312,158268,25202,39872,6361,162,540,34705,8397
2015年06月03日,180398,26141,3504,223930,28144,451009,34464,158497,25235,40001,6384,165,541,34789,8424
2015年06月04日,180538,26171,3516,224252,28188,451651,34647,158701,25263,40151,6404,166,542,34872,8453
2015年06月05日,180802,26230,3534,224634,28243,452478,34815,158948,25297,40280,6426,166,545,34952,8480
2015年06月06日,181018,26269,3541,224992,28305,453308,35018,159120,25351,40402,6445,166,546,35040,8491
2015年06月07日,181343,26341,3548,225464,28378,454214,35247,159382,25396,40586,6475,166,546,35130,8507
2015年06月08日,181583,26393,3563,225859,28436,455087,35422,159618,25423,40723,6496,167,547,35248,8524
2015年06月09日,181795,26437,3572,226146,28495,455852,35643,159831,25454,40876,6510,167,549,35330,8544
2015年06月10日,181989,26477,3581,226415,28538,456581,35850,160022,25478,41018,6528,167,552,35392,8563
2015年06月11日,182201,26525,3597,226711,28587,457303,36041,160249,25507,41178,6538,167,558,35474,8593
2015年06月12日,182436,26580,3612,227064,28638,458186,36199,160475,25541,41327,6552,168,559,35555,8631
2015年06月13日,182711,26636,3622,227474,28708,459138,36384,160696,25600,41488,6562,170,561,35641,8653
2015年06月14日,182973,26689,3635,227865,28788,460163,36602,160912,25641,41657,6583,171,566,35734,8666
2015年06月15日,183183,26735,3645,228186,28853,460971,36796,161147,25680,41802,6608,172,568,35805,8690
2015年06月16日,183405,26781,3651,228472,28901,461817,36993,161354,25714,41943,6628,173,571,35896,8717
2015年06月17日,183612,26816,3658,228775,28957,462646,37188,161578,25739,42116,6649,173,574,35959,8757
2015年06月18日,183819,26855,3666,229098,29018,463552,37403,161810,25754,42268,6673,173,578,36024,8781
2015年06月19日,184044,26926,3674,229483,29077,464297,37583,162030,25794,42425,6692,173,581,36086,8804
2015年06月20日,184327,26979,3683,229986,29164,465264,37830,162268,25836,42589,6722,174,586,36182,8816
2015年06月21日,184637,27040,3688,230429,29224,466274,38100,162493,25878,42757,6744,176,589,36263,8828
2015年06月22日,184899,27098,3702,230770,29292,467156,38337,162719,25909,42909,6765,176,591,36347,8839
2015年06月23日,185094,27142,3710,231051,29365,467936,38517,162933,25938,43061,6777,176,596,36423,8858
2015年06月24日,185289,27200,3719,231374,29430,468777,38691,163137,25969,43209,6789,179,603,36507,8881
2015年06月25日,185464,27239,3728,231692,29492,469624,38887,163347,25993,43345,6811,180,608,36577,8894
2015年06月26日,185692,27299,3735,232049,29563,470528,39092,163591,26024,43491,6838,181,608,36665,8928
2015年06月27日,185995,27360,3745,232459,29644,471513,39340,163824,26067,43655,6859,182,611,36741,8955
2015年06月28日,186264,27413,3750,232830,29701,472474,39587,164057,26111,43809,6885,184,611,36837,8977
2015年06月29日,186495,27468,3757,233152,29752,473293,39821,164295,26145,43956,6894,185,613,36910,9003
2015年06月30日,186707,27527,3769,233489,29815,474266,40009,164562,26173,44128,6907,189,615,36988,9044
2015年07月01日,186927,27587,3778,233820,29885,475180,40189,164813,26227,44280,6925,189,617,37060,9079
2015年07月02日,187187,27634,3787,234103,29939,476152,40389,165020,26254,44452,6937,192,618,37127,9114
2015年07月03日,187422,27705,3803,234467,30004,477147,40620,165272,26295,44642,6954,195,622,37208,9138
2015年07月04日,187684,27762,3806,234872,30074,478045,40873,165540,26338,44776,6957,197,623,37298,9156
2015年07月05日,187940,27819,3813,235269,30142,479022,41113,165778,26372,44928,6965,199,624,37373,9176
2015年07月06日,188164,27885,3826,235642,30202,479999,41346,166058,26415,45098,6977,201,626,37451,9204
2015年07月07日,188382,27957,3835,236015,30249,480986,41572,166337,26466,45282,6998,201,628,37547,9238
2015年07月08日,188627,28014,3845,236414,30301,482073,41822,166607,26508,45476,7014,203,631,37637,9262
2015年07月09日,188895,28074,3861,236790,30354,483113,42086,166840,26560,45663,7031,207,635,37723,9291
2015年07月10日,189134,28122,3872,237189,30407,484158,42311,167096,26624,45855,7044,210,639,37797,9323
2015年07月11日,189461,28177,3880,237621,30480,485173,42591,167315,26665,46008,7057,211,639,37877,9345
2015年07月12日,189709,28235,3888,238094,30541,486317,42883,167564,26714,46230,7088,216,639,37944,9370
2015年07月13日,189956,28282,3903,238486,30599,487316,43139,167812,26757,46407,7108,218,641,38031,9400
2015年07月14日,190235,28330,3909,238942,30666,488398,43395,168061,26809,46618,7135,220,642,38129,9436
2015年07月15日,190465,28389,3922,239327,30724,489455,43669,168305,26851,46835,7147,223,643,38208,9482
2015年07月16日,190718,28456,3929,239698,30775,490519,43930,168534,26895,47047,7162,224,643,38283,9516
2015年07月17日,190974,28531,3948,240107,30841,491594,44248,168746,26943,47232,7178,227,645,38363,9539
2015年07月18日,191233,28594,3951,240551,30892,492732,44598,169004,26989,47439,7187,228,646,38430,9564
2015年07月19日,191463,28644,3957,240979,30963,493909,44902,169273,27021,47623,7203,232,646,38504,9583
2015年07月20日,191760,28692,3966,241389,31030,494999,45181,169514,27082,47814,7221,238,647,38579,9615
2015年07月21日,192052,28756,3975,241873,31099,496156,45494,169767,27133,47991,7238,243,651,38662,9642
2015年07月22日,192311,28808,3986,242330,31165,497356,45794,170046,27181,48205,7262,249,654,38744,9676
2015年07月23日,192602,28864,3995,242777,31229,498606,46075,170318,27245,48397,7307,256,656,38840,9703
2015年07月24日,192860,28916,4003,243280,31307,499770,46353,170590,27295,48593,7322,257,657,38930,9732
2015年07月25日,193147,28962,4006,243693,31365,500865,46632,170868,27358,48806,7340,257,657,39011,9761
2015年07月26日,193428,29026,4020,244170,31431,502023,46882,171113,27411,49022,7355,258,659,39082,9780
2015年07月27日,193689,29069,4034,244637,31488,503136,47159,171397,27471,49247,7377,260,660,39178,9814
2015年07月28日,193968,29117,4042,245036,31546,504200,47388,171644,27529,49451,7394,262,664,39283,9842
2015年07月29日,194241,29194,4055,245495,31620,505325,47670,171943,27593,49654,7413,264,666,39377,9889
2015年07月30日,194458,29246,4064,245956,31689,506434,48012,172240,27642,49875,7441,267,668,39488,9925
2015年07月31日,194712,29327,4075,246382,31764,507655,48306,172509,27738,50098,7459,273,670,39582,9961
2015年08月01日,195029,29394,4082,246791,31820,508806,48637,172832,27774,50279,7481,278,673,39663,9991
2015年08月02日,195325,29459,4089,247267,31909,509979,48995,173184,27817,50496,7497,280,677,39766,10022
2015年08月03日,195640,29511,4102,247687,31990,511148,49304,173479,27860,50728,7525,281,681,39851,10058
2015年08月04日,195924,29573,4116,248144,32067,512368,49611,173811,27913,50934,7548,281,683,39945,10090
2015年08月05日,196218,29619,4131,248598,32144,513642,49918,174094,27967,51154,7576,284,685,40029,10117
2015年08月06日,196528,29666,4138,249057,32202,514904,50257,174417,28026,51349,7605,284,688,40109,10146
2015年08月07日,196812,29739,4150,249489,32274,516099,50577,174768,28078,51534,7628,287,690,40231,10179
2015年08月08日,197108,29801,4157,249999,32340,517203,50852,175049,28126,51747,7648,290,690,40317,10204
2015年08月09日,197415,29863,4159,250437,32422,518318,51159,175375,28185,51934,7664,294,693,40404,10221
2015年08月10日,197695,29925,4172,250904,32488,519448,51503,175725,28235,52155,7678,298,693,40518,10256
2015年08月11日,197951,29983,4180,251399,32551,520588,51798,176039,28312,52382,7698,306,693,40641,10302
2015年08月12日,198245,30040,4191,251825,32630,521819,52117,176354,28376,52603,7729,308,694,40741,10340
2015年08月13日,198521,30102,4207,252271,32703,522938,52395,176614,28434,52789,7740,312,695,40837,10385
2015年08月14日,198859,30168,4223,252718,32787,524051,52671,176928,28493,52997,7754,314,698,40952,10438
2015年08月15日,199238,30229,4227,253227,32860,525133,52983,177228,28544,53183,7790,316,700,41048,10473
2015年08月16日,199602,30286,4236,253634,32937,526306,53310,177547,28581,53427,7814,318,701,41142,10497
2015年08月17日,199965,30335,4248,254125,33014,527502,53671,177941,28646,53658,7833,322,704,41244,10545
2015年08月18日,200320,30407,4255,254572,33099,528750,54074,178299,28689,53920,7856,329,711,41349,10582
2015年08月19日,200670,30491,4277,255082,33189,529954,54466,178661,28739,54201,7880,332,713,41444,10629
2015年08月20日,201079,30575,4292,255663,33289,531219,54915,179059,28825,54531,7895,334,715,41536,10667
2015年08月21日,201468,30652,4304,256176,33396,532493,55286,179442,28886,54821,7915,342,717,41633,10712
2015年08月22日,201794,30716,4313,256646,33455,533693,55671,179778,28954,55044,7933,347,717,41723,10745
2015年08月23日,202110,30776,4316,257110,33549,534793,56016,180115,29008,55279,7950,352,718,41819,10769
2015年08月24日,202452,30826,4330,257625,33624,536000,56362,180498,29059,55570,7976,355,720,41919,10803
2015年08月25日,202808,30884,4340,258068,33707,537128,56684,180833,29121,55825,7992,358,724,42017,10844
2015年08月26日,203086,30937,4358,258555,33796,538404,57066,181177,29175,56101,8012,363,729,42138,10897
2015年08月27日,203405,30997,4372,259035,33863,539619,57451,181542,29224,56397,8034,366,729,42239,10944
2015年08月28日,203760,31058,4383,259625,33961,540843,57860,181888,29277,56645,8072,371,733,42349,10982
2015年08月29日,204128,31118,4395,260213,34053,542041,58267,182196,29340,56911,8089,373,733,42458,11012
2015年08月30日,204500,31175,4401,260802,34146,543251,58655,182557,29394,57152,8108,377,734,42571,11031
2015年08月31日,204770,31222,4411,261274,34219,544357,58981,182844,29438,57390,8128,383,734,42679,11077
2015年09月01日,204993,31292,4420,261655,34293,545325,59304,183143,29473,57624,8142,385,734,42759,11115
2015年09月02日,205230,31344,4431,262057,34357,546309,59650,183419,29509,57844,8159,386,738,42830,11158
2015年09月03日,205539,31401,4435,262553,34422,547499,59966,183706,29563,58093,8172,390,740,42907,11214
2015年09月04日,205857,31469,4445,263024,34503,548799,60354,184029,29641,58339,8198,392,742,43001,11243
2015年09月05日,206175,31539,4447,263477,34587,550033,60701,184371,29697,58604,8233,399,749,43121,11270
2015年09月06日,206395,31597,4455,263850,34644,550991,61003,184687,29732,58823,8260,401,753,43214,11299
2015年09月07日,206590,31646,4464,264144,34699,551771,61299,184982,29770,59002,8283,406,757,43300,11332
2015年09月08日,206790,31709,4479,264448,34752,552558,61554,185267,29813,59171,8308,411,760,43417,11374
2015年09月09日,206987,31751,4492,264738,34801,553331,61857,185556,29840,59385,8323,411,762,43522,11406
2015年09月10日,207164,31805,4496,265040,34840,554162,62144,185838,29861,59614,8341,413,763,43611,11473
2015年09月11日,207390,31860,4508,265427,34920,555017,62469,186147,29888,59825,8363,413,768,43725,11530
2015年09月12日,207659,31919,4517,265900,34987,556146,62814,186481,29933,60066,8375,416,770,43829,11557
2015年09月13日,207957,31976,4525,266380,35049,557228,63166,186833,29975,60327,8393,416,770,43940,11571
2015年09月14日,208098,32030,4532,266678,35089,558006,63424,187114,29994,60499,8418,417,771,44040,11608
2015年09月15日,208225,32081,4534,266939,35143,558737,63680,187365,30018,60689,8437,417,777,44116,11640
2015年09月16日,208385,32128,4542,267240,35198,559571,63926,187627,30047,60886,8455,420,778,44217,11673
2015年09月17日,208528,32192,4548,267533,35258,560318,64183,187871,30071,61096,8475,422,781,44291,11709
2015年09月18日,208724,32252,4570,267950,35314,561188,64499,188160,30109,61324,8498,424,786,44375,11755
2015年09月19日,208999,32303,4582,268399,35383,562342,64853,188515,30169,61571,8520,430,791,44485,11776
2015年09月20日,209251,32372,4594,268873,35450,563646,65231,188810,30227,61851,8563,434,792,44609,11803
2015年09月21日,209444,32424,4601,269175,35510,564465,65578,189076,30251,62073,8597,435,793,44710,11829
2015年09月22日,209613,32478,4610,269449,35567,565292,65862,189361,30284,62283,8618,435,794,44804,11866
2015年09月23日,209795,32528,4623,269733,35612,566144,66147,189612,30315,62474,8645,439,797,44899,11928
2015年09月24日,209958,32581,4633,270034,35653,566918,66435,189874,30342,62678,8667,439,801,44997,11984
2015年09月25日,210172,32637,4655,270386,35732,567777,66671,190142,30383,62891,8687,440,802,45083,12046
2015年09月26日,210473,32696,4665,270901,35820,568911,67071,190494,30440,63162,8709,442,806,45190,12083
2015年09月27日,210772,32750,4687,271409,35901,570240,67475,190852,30501,63483,8730,444,810,45313,12118
2015年09月28日,210966,32795,4697,271791,35958,571151,67781,191196,30542,63742,8757,444,812,45408,12163
2015年09月29日,211173,32854,4708,272112,36023,572010,68103,191513,30567,63973,8780,446,814,45516,12217
2015年09月30日,211399,32907,4725,272530,36104,572980,68425,191815,30604,64206,8795,451,816,45632,12293
2015年10月01日,211711,32955,4739,273122,36186,574273,68752,192180,30660,64487,8821,459,818,45742,12345
2015年10月02日,212000,33028,4757,273671,36261,575609,69082,192573,30707,64806,8840,462,819,45831,12379
2015年10月03日,212355,33099,4772,274220,36350,576906,69453,192930,30762,65085,8864,464,819,45950,12423
2015年10月04日,212680,33176,4777,274724,36455,578202,69854,193265,30827,65381,8890,465,821,46056,12461
2015年10月05日,213033,33233,4789,275228,36557,579662,70285,193629,30882,65717,8916,468,823,46184,12497
2015年10月06日,213379,33292,4800,275842,36654,580972,70690,194006,30944,66060,8940,474,827,46300,12523
2015年10月07日,213688,33370,4807,276328,36774,582204,71113,194396,31004,66398,8957,478,831,46428,12614
2015年10月08日,213855,33425,4824,276689,36842,583100,71486,194713,31023,66690,8976,481,832,46500,12660
2015年10月09日,214031,33487,4836,277087,36919,583925,71827,195031,31049,66934,8998,484,835,46632,12709
2015年10月10日,214237,33546,4845,277505,37001,584830,72222,195367,31088,67216,9016,487,835,46767,12757
2015年10月11日,214564,33609,4848,277982,37084,586042,72667,195771,31140,67510,9042,495,836,46900,12791
2015年10月12日,214754,33660,4861,278337,37145,586966,72992,196091,31164,67736,9066,495,836,47009,12838
2015年10月13日,214928,33723,4869,278595,37197,587811,73321,196403,31201,67974,9087,500,837,47131,12885
2015年10月14日,215064,33765,4882,278878,37255,588501,73597,196711,31241,68205,9110,502,838,47231,12918
2015年10月15日,215215,33804,4892,279209,37307,589405,73965,197018,31284,68459,9131,511,839,47337,12970
2015年10月16日,215425,33873,4908,279544,37384,590421,74278,197353,31330,68723,9151,522,840,47472,13038
2015年10月17日,215736,33926,4917,280065,37490,591679,74617,197722,31400,69017,9174,530,842,47593,13080
2015年10月18日,216053,33987,4925,280587,37589,593122,75006,198125,31462,69362,9196,536,846,47687,13121
2015年10月19日,216241,34021,4934,280886,37653,594029,75385,198469,31498,69661,9219,542,848,47804,13174
2015年10月20日,216411,34092,4942,281195,37722,594888,75741,198763,31532,69955,9242,545,850,47920,13228
2015年10月21日,216601,34149,4966,281533,37768,595745,76059,199076,31564,70205,9261,550,852,48048,13290
2015年10月22日,216791,34215,4979,281848,37822,596666,76415,199399,31595,70485,9287,553,859,48152,13354
2015年10月23日,217019,34272,4997,282279,37891,597713,76818,199768,31644,70820,9320,556,861,48280,13405
2015年10月24日,217310,34335,5002,282776,37962,599017,77290,200147,31697,71121,9351,558,864,48420,13452
2015年10月25日,217610,34389,5011,283294,38030,600463,77773,200568,31755,71492,9377,562,869,48532,13482
2015年10月26日,217828,34436,5025,283657,38082,601456,78207,200900,31792,71794,9396,563,872,48655,13535
2015年10月27日,218019,34496,5033,283978,38125,602337,78583,201220,31821,72044,9415,563,873,48768,13595
2015年10月28日,218237,34566,5045,284306,38182,603330,78938,201561,31858,72312,9441,568,875,48884,13661
2015年10月29日,218405,34614,5052,284613,38243,604219,79286,201898,31893,72551,9475,571,878,49005,13727
2015年10月30日,218660,34672,5070,285028,38332,605396,79692,202267,31943,72832,9500,573,880,49140,13794
2015年10月31日,219008,34731,5078,285565,38434,606781,80190,202681,32003,73124,9522,575,882,49287,13846
2015年11月01日,219366,34814,5089,286106,38521,608217,80680,203086,32073,73452,9545,578,882,49417,13883
2015年11月02日,219563,34879,5097,286416,38590,609276,81063,203453,32111,73669,9566,580,882,49544,13919
2015年11月03日,219758,34935,5106,286740,38674,610255,81427,203779,32142,73912,9588,581,884,49677,13974
2015年11月04日,219933,34994,5124,287083,38743,611226,81794,204111,32162,74167,9621,588,887,49774,14025
2015年11月05日,220111,35045,5138,287413,38791,612154,82206,204453,32197,74440,9640,592,893,49888,14076
2015年11月06日,220277,35114,5147,287768,38841,613107,82565,204789,32249,74631,9658,599,898,50004,14120
2015年11月07日,220592,35181,5152,288356,38903,614653,83085,205279,32321,74954,9682,602,901,50129,14153
2015年11月08日,220923,35251,5162,288888,38975,616077,83597,205711,32377,75311,9699,607,901,50264,14187
2015年11月09日,221130,35315,5169,289238,39027,617021,83943,206105,32415,75568,9723,616,904,50390,14230
2015年11月10日,221335,35378,5174,289584,39090,618045,84280,206491,32438,75820,9745,622,905,50516,14283
2015年11月11日,221533,35448,5182,289975,39164,619105,84594,206896,32482,76080,9762,630,908,50637,14334
2015年11月12日,221705,35513,5191,290266,39226,620112,84954,207272,32508,76304,9782,633,908,50736,14385
2015年11月13日,221899,35592,5201,290673,39291,621131,85312,207696,32544,76553,9809,639,909,50828,14435
2015年11月14日,222164,35667,5206,291133,39355,622334,85696,207988,32590,76798,9830,641,913,50941,14462
2015年11月15日,222490,35761,5213,291695,39435,623882,86224,208435,32647,77132,9859,643,913,51076,14501
2015年11月16日,222678,35813,5218,292042,39502,624945,86665,208779,32675,77369,9879,649,918,51194,14540
2015年11月17日,222839,35873,5226,292367,39562,625871,87092,209158,32706,77596,9901,654,921,51290,14573
